"","RunningID","IUID","ScenStart","ScenFut","Endemicity"
"3786",3786,"TZA46622","IA","65A.xIA","Endemic (MDA not delivered)"
"3787",3787,"TZZ51892","IA","65A.xIA","Not reported"
"3788",3788,"COD13877","IA","65A.xIA","Endemic (under MDA)"
"3791",3791,"COD14108","IA","65A.xIA","Endemic (under MDA)"
"3792",3792,"COD14097","IA","65A.xIA","Endemic (under MDA)"
"3794",3794,"COD14116","IA","65A.xIA","Endemic (under MDA)"
"3795",3795,"TZA46615","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3796",3796,"TZA46613","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3797",3797,"TZZ51893","IA","65A.xIA","Not reported"
"3798",3798,"COD13852","IA","65B.xxA","Endemic (under MDA)"
"3799",3799,"COD13989","IA","65A.xIA","Endemic (under MDA)"
"3800",3800,"TZA46617","IA","65A.xIA","Endemic (under MDA)"
"3805",3805,"AGO02074","Rest","65B.xxA","Endemicity unknown"
"3809",3809,"COD13983","IA","65A.xIA","Endemic (under MDA)"
"3811",3811,"TZZ51896","IA","65A.xIA","Not reported"
"3812",3812,"COD13896","IA","65A.xIA","Endemic (under MDA)"
"3815",3815,"TZA46608","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3817",3817,"COD13988","IA","65A.xIA","Endemic (under MDA)"
"3819",3819,"TZA46614","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3820",3820,"TZA46621","IA","65A.xIA","Endemic (under MDA)"
"3821",3821,"COD13968","IA","65A.xIA","Endemic (under MDA)"
"3822",3822,"COD14003","IA","65A.xIA","Endemic (under MDA)"
"3824",3824,"TZA46601","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3825",3825,"COD13998","IA","65A.xIA","Endemic (under MDA)"
"3826",3826,"TZA46470","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3828",3828,"COD13870","IA","65B.xxA","Endemic (under MDA)"
"3829",3829,"TZA46644","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3831",3831,"TZA46474","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3832",3832,"COD13890","IA","65B.xxA","Endemic (under MDA)"
"3833",3833,"COD13826","IA","65B.xxA","Endemic (under MDA)"
"3835",3835,"COD14040","IA","65A.xIA","Endemic (under MDA)"
"3836",3836,"TZA46497","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3837",3837,"TZA46469","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3838",3838,"COD13825","IA","65B.xxA","Endemic (under MDA)"
"3841",3841,"TZA46494","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3843",3843,"COD13979","IA","65A.xIA","Endemic (under MDA)"
"3845",3845,"COD14010","IA","65A.xIA","Endemic (under MDA)"
"3846",3846,"COD14004","IA","65A.xIA","Endemic (under MDA)"
"3850",3850,"COD13991","IA","65A.xIA","Endemic (under MDA)"
"3851",3851,"TZA46549","IA","65A.xIA","Endemic (MDA not delivered)"
"3852",3852,"TZZ51894","IA","65A.xIA","Not reported"
"3853",3853,"COD13893","IA","65B.xxA","Endemic (under MDA)"
"3857",3857,"TZA46472","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3858",3858,"TZA46638","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3859",3859,"COD13880","IA","65B.xxA","Endemic (under MDA)"
"3864",3864,"TZA46544","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3865",3865,"TZZ51895","IA","65A.xIA","Not reported"
"3870",3870,"COD13985","IA","65A.xIA","Endemic (under MDA)"
"3871",3871,"COD14057","IA","65A.xIA","Endemic (under MDA)"
"3873",3873,"TZZ51900","IA","65A.xIA","Not reported"
"3874",3874,"TZZ51898","IA","65A.xIA","Not reported"
"3877",3877,"TZA46546","IA","65A.xIA","Endemic (MDA not delivered)"
"3878",3878,"COD13832","IA","65A.xIA","Endemic (under MDA)"
"3879",3879,"COD13842","IA","65B.xxA","Endemic (under MDA)"
"3883",3883,"TZA46475","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3885",3885,"COD13970","IA","65A.xIA","Endemic (under MDA)"
"3887",3887,"TZA46547","IA","65A.xIA","Endemic (MDA not delivered)"
"3888",3888,"TZZ51899","IA","65A.xIA","Not reported"
"3891",3891,"TZA46571","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3892",3892,"TZZ51902","Rest","65A.IDA","Not reported"
"3893",3893,"TZA46496","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3894",3894,"TZA46495","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3899",3899,"COD14018","IA","65A.xIA","Endemic (under MDA)"
"3902",3902,"COD14340","IA","65A.xIA","Endemic (under MDA)"
"3905",3905,"COD14044","IA","65A.xIA","Endemic (under MDA)"
"3906",3906,"COD14088","IA","65A.xIA","Endemic (under MDA)"
"3909",3909,"TZA46573","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3912",3912,"COD13997","IA","65A.xIA","Endemic (under MDA)"
"3913",3913,"COD14332","IA","65A.xIA","Endemic (under MDA)"
"3914",3914,"COD14005","IA","65A.xIA","Endemic (under MDA)"
"3915",3915,"COD14086","IA","65A.xIA","Endemic (under MDA)"
"3916",3916,"TZA46548","IA","65A.xIA","Endemic (MDA not delivered)"
"3917",3917,"TZA46572","IA","65A.xIA","Endemic (under MDA)"
"3918",3918,"TZA46467","IA","65A.xIA","Endemic (MDA not delivered)"
"3921",3921,"TZA46625","IA","65A.xIA","Endemic (MDA not delivered)"
"3925",3925,"COD14110","IA","65A.xIA","Endemic (under MDA)"
"3926",3926,"AGO02204","IA","65A.xIA","Endemic (under MDA)"
"3927",3927,"COD13834","IA","65A.xIA","Endemic (under MDA)"
"3929",3929,"COD14008","IA","65A.xIA","Endemic (under MDA)"
"3930",3930,"COD14069","IA","65A.xIA","Endemic (under MDA)"
"3931",3931,"TZA46574","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3932",3932,"TZA46579","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3933",3933,"TZA46534","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3934",3934,"TZA46624","IA","65A.xIA","Endemic (MDA not delivered)"
"3937",3937,"TZA46628","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3938",3938,"TZA46481","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3940",3940,"COD14077","IA","65A.xIA","Endemic (under MDA)"
"3941",3941,"TZA46645","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3942",3942,"TZA46466","IA","65A.xIA","Endemic (MDA not delivered)"
"3943",3943,"TZA46576","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3944",3944,"COD14036","IA","65A.xIA","Endemic (under MDA)"
"3946",3946,"AGO02154","Rest","65B.xxA","Endemic (MDA not delivered)"
"3947",3947,"COD13986","IA","65A.xIA","Endemic (under MDA)"
"3948",3948,"COD14034","IA","65A.xIA","Endemic (under MDA)"
"3949",3949,"COD14123","IA","65A.xIA","Endemic (under MDA)"
"3951",3951,"TZA46483","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3952",3952,"COD13996","IA","65A.xIA","Endemic (under MDA)"
"3954",3954,"AGO02149","Rest","65B.xxA","Endemicity unknown"
"3955",3955,"AGO02150","Rest","65B.xxA","Endemic (MDA not delivered)"
"3956",3956,"AGO02205","IA","65A.xIA","Endemic (under MDA)"
"3961",3961,"TZA46580","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3964",3964,"TZA46639","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3965",3965,"TZA46577","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3969",3969,"AGO02053","Rest","65B.xxA","Endemic (MDA not delivered)"
"3970",3970,"TZA46482","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3971",3971,"TZA46545","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3972",3972,"AGO02173","Rest","65B.xxA","Endemic (MDA not delivered)"
"3976",3976,"COD14056","IA","65A.xIA","Endemic (under MDA)"
"3978",3978,"TZA46537","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3979",3979,"TZA46581","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3980",3980,"TZA46575","IA","65A.xIA","Endemic (under MDA)"
"3984",3984,"AGO02085","Rest","65B.xxA","Endemicity unknown"
"3986",3986,"TZA46516","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3987",3987,"TZA46578","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3989",3989,"COD14109","IA","65A.xIA","Endemic (under MDA)"
"3990",3990,"TZA46632","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3995",3995,"TZA46485","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3996",3996,"TZA46484","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3997",3997,"COD14091","IA","65A.xIA","Endemic (under MDA)"
"3998",3998,"TZA46550","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3999",3999,"AGO02087","Rest","65B.xxA","Endemic (MDA not delivered)"
"4001",4001,"TZA46541","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4002",4002,"TZA46513","IA","65A.xIA","Endemic (under MDA)"
"4003",4003,"AGO02170","Rest","65B.xxA","Endemic (MDA not delivered)"
"4004",4004,"ZMB53182","Rest","65A.xDA","Endemic (under MDA)"
"4006",4006,"ZMB50865","Rest","65A.xDA","Endemic (under MDA)"
"4008",4008,"AGO02093","Rest","65B.xxA","Endemic (MDA not delivered)"
"4009",4009,"AGO02161","Rest","65B.xxA","Endemic (MDA not delivered)"
"4011",4011,"AGO02157","Rest","65B.xxA","Endemic (MDA not delivered)"
"4012",4012,"AGO02086","Rest","65B.xxA","Endemic (MDA not delivered)"
"4013",4013,"AGO02097","Rest","65B.xxA","Endemicity unknown"
"4015",4015,"ZMB50871","Rest","65A.xDA","Endemic (under MDA)"
"4016",4016,"TZA46633","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4018",4018,"COD14060","IA","65A.xIA","Endemic (under MDA)"
"4019",4019,"ZMB50868","Rest","65A.xDA","Endemic (under MDA)"
"4020",4020,"TZA46540","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4021",4021,"TZA46539","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4023",4023,"TZA46570","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4024",4024,"AGO02155","Rest","65B.xxA","Endemicity unknown"
"4025",4025,"COD14122","IA","65A.xIA","Endemic (under MDA)"
"4027",4027,"AGO02217","Rest","65B.xxA","Endemicity unknown"
"4030",4030,"TZA46566","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4032",4032,"TZA46538","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4033",4033,"TZA46567","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4035",4035,"AGO02090","Rest","65B.xxA","Endemic (MDA not delivered)"
"4036",4036,"AGO02222","Rest","65B.xxA","Endemic (MDA not delivered)"
"4037",4037,"TZA46568","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4039",4039,"AGO02094","Rest","65B.xxA","Endemic (MDA not delivered)"
"4041",4041,"TZA46542","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4043",4043,"ZMB50848","Rest","65A.xDA","Endemic (under MDA)"
"4044",4044,"TZA46533","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4045",4045,"AGO02092","Rest","65B.xxA","Endemicity unknown"
"4046",4046,"ZMB50873","Rest","65A.xDA","Endemic (under MDA)"
"4049",4049,"AGO02151","Rest","65B.xxA","Endemicity unknown"
"4050",4050,"COD14112","IA","65A.xIA","Endemic (under MDA)"
"4053",4053,"TZA46569","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4054",4054,"ZMB50844","Rest","65A.xDA","Endemic (under MDA)"
"4055",4055,"ZMB50870","Rest","65A.xDA","Endemic (under MDA)"
"4056",4056,"TZA46543","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4057",4057,"TZA46535","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4058",4058,"AGO02215","Rest","65B.xxA","Endemic (MDA not delivered)"
"4059",4059,"TZA46640","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4060",4060,"TZA46536","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4061",4061,"ZMB50872","Rest","65A.xDA","Endemic (under MDA)"
"4063",4063,"COD14078","IA","65A.xIA","Endemic (under MDA)"
"4064",4064,"COD14101","IA","65A.xIA","Endemic (under MDA)"
"4065",4065,"COD14083","IA","65A.xIA","Endemic (under MDA)"
"4066",4066,"TZA46565","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4067",4067,"TZA46514","IA","65A.xIA","Endemic (under MDA)"
"4069",4069,"ZMB50864","Rest","65A.xDA","Endemic (under MDA)"
"4070",4070,"MWI28951","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4072",4072,"TZA46583","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4074",4074,"TZA46518","IA","65A.xIA","Endemic (MDA not delivered)"
"4076",4076,"ZMB53175","Rest","65A.xDA","Endemic (under MDA)"
"4077",4077,"ZMB50866","Rest","65A.xDA","Endemic (under MDA)"
"4079",4079,"TZA46515","IA","65A.xIA","Endemic (MDA not delivered)"
"4080",4080,"ZMB53180","Rest","65A.xDA","Endemic (under MDA)"
"4081",4081,"COD14065","IA","65A.xIA","Endemic (under MDA)"
"4082",4082,"COD14082","IA","65A.xIA","Endemic (under MDA)"
"4083",4083,"AGO02159","Rest","65B.xxA","Endemic (MDA not delivered)"
"4085",4085,"COD14103","IA","65A.xIA","Endemic (under MDA)"
"4086",4086,"TZA46517","IA","65A.xIA","Endemic (MDA not delivered)"
"4087",4087,"ZMB50847","Rest","65A.xDA","Endemic (under MDA)"
"4088",4088,"ZMB53173","Rest","65A.xDA","Endemic (under MDA)"
"4089",4089,"COD14062","IA","65A.xIA","Endemic (under MDA)"
"4090",4090,"ZMB50867","Rest","65A.xDA","Endemic (under MDA)"
"4091",4091,"TZA46582","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4092",4092,"TZA46553","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4093",4093,"TZA46587","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4094",4094,"AGO02106","Rest","65B.xxA","Endemic (MDA not delivered)"
"4096",4096,"TZA46585","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4097",4097,"TZA46554","IA","65A.xIA","Endemic (under MDA)"
"4098",4098,"AGO02102","Rest","65B.xxA","Endemicity unknown"
"4101",4101,"TZA46551","IA","65A.xIA","Endemic (under MDA)"
"4102",4102,"TZA46556","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4103",4103,"TZA46557","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4104",4104,"TZA46634","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4109",4109,"TZA46584","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4112",4112,"TZA46586","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4113",4113,"MOZ33114","IA","65A.xIA","Endemic (MDA not delivered)"
"4116",4116,"MWI28968","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4121",4121,"TZA46552","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4123",4123,"ZMB50862","Rest","65A.xDA","Endemic (under MDA)"
"4124",4124,"TZA46555","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4127",4127,"TZA46635","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4128",4128,"COD14106","IA","65A.xIA","Endemic (under MDA)"
"4129",4129,"TZA46641","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4130",4130,"MOZ33113","IA","65A.xIA","Endemic (MDA not delivered)"
"4132",4132,"COD14099","IA","65A.xIA","Endemic (under MDA)"
"4134",4134,"ZMB50859","Rest","65A.xDA","Endemic (MDA not delivered)"
"4136",4136,"ZMB50869","Rest","65A.xDA","Endemic (under MDA)"
"4140",4140,"MOZ33110","IA","65A.xIA","Endemic (MDA not delivered)"
"4142",4142,"MWI28972","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4143",4143,"MWI28962","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4145",4145,"MOZ33108","IA","65A.xIA","Endemic (MDA not delivered)"
"4153",4153,"MOZ33204","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4154",4154,"COD14094","IA","65A.xIA","Endemic (under MDA)"
"4155",4155,"AGO02100","Rest","65B.xxA","Endemicity unknown"
"4157",4157,"ZMB50846","Rest","65A.xDA","Endemic (under MDA)"
"4163",4163,"COD14102","IA","65A.xIA","Endemic (under MDA)"
"4164",4164,"ZMB50860","Rest","65A.xDA","Endemic (MDA not delivered)"
"4167",4167,"ZMB50839","Rest","65A.xDA","Endemic (under MDA)"
"4170",4170,"MOZ33111","IA","65A.xIA","Endemic (MDA not delivered)"
"4171",4171,"COD14121","IA","65A.xIA","Endemic (under MDA)"
"4175",4175,"MOZ33105","IA","65A.xIA","Endemic (MDA not delivered)"
"4176",4176,"AGO02062","Rest","65B.xxA","Endemic (MDA not delivered)"
"4179",4179,"COD14087","IA","65A.xIA","Endemic (under MDA)"
"4182",4182,"MOZ33109","IA","65A.xIA","Endemic (MDA not delivered)"
"4183",4183,"COD14095","IA","65A.xIA","Endemic (under MDA)"
"4184",4184,"MWI28973","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4186",4186,"MDG27897","IA","65A.xDA","Endemic (under MDA)"
"4187",4187,"ZMB53167","Rest","65A.xDA","Endemic (MDA not delivered)"
"4190",4190,"MOZ33107","IA","65A.xIA","Endemic (MDA not delivered)"
"4192",4192,"MOZ33200","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4195",4195,"ZMB50826","Rest","65A.xDA","Endemic (MDA not delivered)"
"4196",4196,"ZMB50825","Rest","65A.xDA","Endemic (MDA not delivered)"
"4200",4200,"MWI28963","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4201",4201,"MOZ33116","IA","65A.xIA","Endemic (MDA not delivered)"
"4202",4202,"MDG27898","IA","65A.xDA","Endemic (under MDA)"
"4203",4203,"ZMB50830","Rest","65A.xDA","Endemic (MDA not delivered)"
"4204",4204,"MWI28952","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4206",4206,"ZMB50833","Rest","65A.xDA","Endemic (MDA not delivered)"
"4209",4209,"ZMB53184","Rest","65A.xDA","Endemic (MDA not delivered)"
"4210",4210,"ZMB50824","Rest","65A.xDA","Endemic (MDA not delivered)"
"4213",4213,"ZMB50827","Rest","65A.xDA","Endemic (MDA not delivered)"
"4215",4215,"MOZ33100","IA","65A.xIA","Endemic (MDA not delivered)"
"4218",4218,"ZMB50828","Rest","65A.xDA","Endemic (MDA not delivered)"
"4220",4220,"MOZ33115","IA","65A.xIA","Endemic (MDA not delivered)"
"4224",4224,"ZMB50834","Rest","65A.xDA","Endemic (MDA not delivered)"
"4225",4225,"MDG27924","IA","65A.xDA","Endemic (MDA not delivered)"
"4227",4227,"MDG27896","IA","65A.xDA","Endemic (under MDA)"
"4228",4228,"ZMB50857","Rest","65A.xDA","Endemic (MDA not delivered)"
"4229",4229,"ZMB50831","Rest","65A.xDA","Endemic (MDA not delivered)"
"4230",4230,"ZMB50858","Rest","65A.xDA","Endemic (MDA not delivered)"
"4231",4231,"ZMB50829","Rest","65A.xDA","Endemic (MDA not delivered)"
"4232",4232,"ZMB50840","Rest","65A.xDA","Endemic (under MDA)"
"4233",4233,"MOZ33101","IA","65A.xIA","Endemic (MDA not delivered)"
"4234",4234,"ZMB50855","Rest","65A.xDA","Endemic (MDA not delivered)"
"4235",4235,"ZMB50861","Rest","65A.xDA","Endemic (MDA not delivered)"
"4236",4236,"ZMB50856","Rest","65A.xDA","Endemic (MDA not delivered)"
"4237",4237,"MOZ33103","IA","65A.xIA","Endemic (MDA not delivered)"
"4238",4238,"AGO02182","Rest","65B.xxA","Endemicity unknown"
"4239",4239,"MWI28966","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4240",4240,"ZMB50837","Rest","65A.xDA","Endemic (under MDA)"
"4242",4242,"MOZ33106","IA","65A.xIA","Endemic (MDA not delivered)"
"4245",4245,"MWI28950","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4246",4246,"MOZ33102","IA","65A.xIA","Endemic (MDA not delivered)"
"4247",4247,"ZMB50822","Rest","65A.xDA","Endemic (MDA not delivered)"
"4249",4249,"MOZ33112","IA","65A.xIA","Endemic (MDA not delivered)"
"4251",4251,"MWI28957","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4254",4254,"MWI28969","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4255",4255,"MDG27895","IA","65A.xDA","Endemic (under MDA)"
"4256",4256,"MOZ33202","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4257",4257,"MOZ33173","IA","65A.xIA","Endemic (under MDA)"
"4258",4258,"MOZ33181","IA","65A.xIA","Endemic (under MDA)"
"4260",4260,"MWI28954","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4261",4261,"MWI28956","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4265",4265,"MOZ33208","IA","65A.xIA","Endemic (under MDA)"
"4269",4269,"ZMB53169","Rest","65A.xDA","Endemic (MDA not delivered)"
"4270",4270,"ZMB50821","Rest","65A.xDA","Endemic (MDA not delivered)"
"4271",4271,"ZMB53190","Rest","65A.xDA","Endemic (MDA not delivered)"
"4276",4276,"MDG27923","IA","65A.xDA","Endemic (MDA not delivered)"
"4278",4278,"MDG27925","IA","65A.xDA","Endemic (under MDA)"
"4280",4280,"ZMB50887","Rest","65A.xDA","Endemic (MDA not delivered)"
"4281",4281,"ZMB53168","Rest","65A.xDA","Endemic (MDA not delivered)"
"4284",4284,"MOZ33180","IA","65A.xIA","Endemic (under MDA)"
"4285",4285,"MOZ33226","IA","65A.xIA","Endemic (under MDA)"
"4287",4287,"MWI28949","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4288",4288,"MOZ33205","IA","65A.xIA","Endemic (under MDA)"
"4289",4289,"MDG27927","IA","65A.xDA","Endemic (MDA not delivered)"
"4290",4290,"ZMB50886","Rest","65A.xDA","Endemic (MDA not delivered)"
"4292",4292,"MOZ33175","IA","65A.xIA","Endemic (under MDA)"
"4294",4294,"ZMB50885","Rest","65A.xDA","Endemic (MDA not delivered)"
"4295",4295,"MOZ33230","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4296",4296,"MOZ33191","IA","65A.xIA","Endemic (under MDA)"
"4297",4297,"MDG27921","IA","65A.xDA","Endemic (MDA not delivered)"
"4298",4298,"ZMB50823","Rest","65A.xDA","Endemic (MDA not delivered)"
"4299",4299,"MOZ33195","IA","65A.xIA","Endemic (under MDA)"
"4300",4300,"ZMB50819","Rest","65A.xDA","Endemic (MDA not delivered)"
"4301",4301,"MOZ33178","IA","65A.xIA","Endemic (under MDA)"
"4303",4303,"ZMB50818","Rest","65A.xDA","Endemic (MDA not delivered)"
"4304",4304,"MWI28965","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4305",4305,"MOZ33187","IA","65A.xIA","Endemic (under MDA)"
"4306",4306,"ZMB53166","Rest","65A.xDA","Endemic (MDA not delivered)"
"4308",4308,"MOZ33223","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4309",4309,"MOZ33185","IA","65A.xIA","Endemic (under MDA)"
"4310",4310,"MOZ33190","IA","65A.xIA","Endemic (under MDA)"
"4312",4312,"MOZ33203","IA","65A.xIA","Endemic (under MDA)"
"4314",4314,"MOZ33189","IA","65A.xIA","Endemic (under MDA)"
"4316",4316,"ZMB53195","Rest","65A.xDA","Endemic (MDA not delivered)"
"4317",4317,"MDG27926","IA","65A.xDA","Endemic (MDA not delivered)"
"4318",4318,"ZMB53194","Rest","65A.xDA","Endemic (MDA not delivered)"
"4319",4319,"MOZ33186","IA","65A.xIA","Endemic (under MDA)"
"4320",4320,"MDG27922","IA","65A.xDA","Endemic (MDA not delivered)"
"4321",4321,"MWI28955","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4322",4322,"MOZ33193","IA","65A.xIA","Endemic (under MDA)"
"4323",4323,"MDG27928","IA","65A.xDA","Endemic (under MDA)"
"4325",4325,"ZMB53188","Rest","65A.xDA","Endemic (MDA not delivered)"
"4326",4326,"MOZ33237","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4327",4327,"MOZ33236","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4328",4328,"ZMB53178","Rest","65A.xDA","Endemic (MDA not delivered)"
"4329",4329,"ZMB53189","Rest","65A.xDA","Endemic (MDA not delivered)"
"4330",4330,"MWI28944","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4331",4331,"MOZ33192","IA","65A.xIA","Endemic (under MDA)"
"4332",4332,"MOZ33179","IA","65A.xIA","Endemic (under MDA)"
"4334",4334,"MDG27852","IA","65A.xDA","Endemic (under MDA)"
"4336",4336,"ZMB53179","Rest","65A.xDA","Endemic (MDA not delivered)"
"4337",4337,"ZMB50852","Rest","65A.xDA","Endemic (MDA not delivered)"
"4338",4338,"MOZ33242","IA","65A.xIA","Endemic (MDA not delivered)"
"4339",4339,"ZMB50888","Rest","65A.xDA","Endemic (MDA not delivered)"
"4340",4340,"MOZ33188","IA","65A.xIA","Endemic (under MDA)"
"4341",4341,"ZMB50850","Rest","65A.xDA","Endemic (MDA not delivered)"
"4342",4342,"MOZ33227","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4343",4343,"MOZ33251","IA","65A.xIA","Endemic (MDA not delivered)"
"4344",4344,"MOZ33182","IA","65A.xIA","Endemic (under MDA)"
"4346",4346,"MWI28971","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4348",4348,"ZMB53176","Rest","65A.xDA","Endemic (MDA not delivered)"
"4349",4349,"MWI28961","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4350",4350,"MOZ33241","IA","65A.xIA","Endemic (MDA not delivered)"
"4352",4352,"ZMB50876","Rest","65A.xDA","Endemic (MDA not delivered)"
"4353",4353,"MOZ33252","IA","65A.xIA","Endemic (MDA not delivered)"
"4354",4354,"MDG27889","Rest","65A.IDA","Endemic (MDA not delivered)"
"4355",4355,"MWI28945","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4356",4356,"MOZ33183","IA","65A.xIA","Endemic (under MDA)"
"4357",4357,"MDG27931","Rest","65A.IDA","Endemic (MDA not delivered)"
"4358",4358,"ZMB53193","Rest","65A.xDA","Endemic (MDA not delivered)"
"4360",4360,"MOZ33234","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4361",4361,"MOZ33177","IA","65A.xIA","Endemic (under MDA)"
"4362",4362,"MDG27930","IA","65A.xDA","Endemic (MDA not delivered)"
"4363",4363,"ZMB50889","Rest","65A.xDA","Endemic (MDA not delivered)"
"4364",4364,"MWI28959","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4365",4365,"MWI28967","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4367",4367,"ZMB50851","Rest","65A.xDA","Endemic (MDA not delivered)"
"4368",4368,"MOZ33257","IA","65A.xIA","Endemic (MDA not delivered)"
"4370",4370,"MWI28947","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4371",4371,"MDG27888","IA","65A.xDA","Endemic (MDA not delivered)"
"4372",4372,"ZMB50882","Rest","65A.xDA","Endemic (under MDA)"
"4373",4373,"MOZ33224","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"4374",4374,"ZMB53191","Rest","65A.xDA","Endemic (MDA not delivered)"
